,,,,,,,uk_UA,ru_RU,en_US
537,548,2949,,,,,Засоби від опрелості,Присыпки для подгузников,Diaper Rash Treatments
537,548,5628,,,,,Пеленальні килимки та лотки,Матрасы для пеленания,Changing Mats & Trays
537,548,6883,,,,,Органайзери для підгузків,Органайзеры для пеленок,Diaper Organizers
537,548,6949,,,,,Підкладки для підгузків,Пеленки,Diaper Liners
537,548,6971,,,,,Водонепроникні сумки для підгузків,Сумки для мокрых подгузников,Diaper Wet Bags
537,548,7001,,,,,Аксесуари для відра для підгузків,Принадлежности для накопителей для подгузников,Diaper Pail Accessories
537,548,7014,,,,,Набори для підгузків,Наборы подгузников,Diaper Kits
537,548,7200,,,,,Диспенсери та обігрівачі для дитячих вологих серветок,Диспенсеры и нагреватели салфеток для младенцев,Baby Wipe Dispensers & Warmers
537,548,502999,,,,,Чохли для пеленальних килимків та лотків,Коврики для переодевания,Changing Mat & Tray Covers
537,561,,,,,,Годування та догляд,Товары для кормпления детей,Nursing & Feeding
537,561,562,,,,,Їжа для дітей та малюків,Питание для детей и младенцев,Baby & Toddler Food
537,561,562,563,,,,Дитяче молочко (формула),Молочные смеси,Baby Formula
537,561,562,5718,,,,Дитячі напої,Детские соки,Baby Drinks
537,561,562,5719,,,,Дитяче харчування,Детское питание,Baby Food
537,561,562,5720,,,,Прикорм для немовлят,Детские закуски,Baby Snacks
537,561,562,5721,,,,Дитячі каші,Детские хлопья,Baby Cereal
537,561,562,8436,,,,Напої та коктейлі для харчування малюків,Напитки и смеси для детского питания,Toddler Nutrition Drinks & Shakes
537,561,564,,,,,Дитячі пляшечки,Детские бутылки,Baby Bottles
537,561,565,,,,,Молоковідсмоктувачі,Молокоотсосы,Breast Pumps
537,561,2125,,,,,Нагрудники,Детские нагрудники,Bibs
537,561,4768,,,,,Таймери для догляду за немовлятами,Таймеры для ухода за детьми,Baby Care Timers
537,561,5296,,,,,Підігрівачі та стерилізатори для пляшок,Подогреватели и стерилизаторы для бутылочек,Bottle Warmers & Sterilizers
537,561,5298,,,,,Подушки для годування,Подушки для кормления грудных детей,Nursing Pillows
537,561,5629,,,,,Отримувачі,Слюнявчики,Burp Cloths
537,561,5630,,,,,Соски та вкладиші для дитячих пляшечок,Соски и вкладыши для детских бутылочек,Baby Bottle Nipples & Liners
537,561,5630,543636,,,,Соски для дитячих пляшечок,Соски для детских бутылочек,Baby Bottle Nipples
537,561,5630,543637,,,,Вкладиші для дитячих пляшечок,Антиколиковые клапаны для детских бутылочек,Baby Bottle Liners
537,561,5843,,,,,Покривала для годування,Покрывала для кормления грудью,Nursing Covers
537,561,6950,,,,,Пляшечки-непроливайки,Детские кружки-непроливайки,Sippy Cups
537,561,7234,,,,,Контейнери для зберігання материнського молока,Контейнеры для хранения грудного молока,Breast Milk Storage Containers
537,561,8075,,,,,Наволочки для подушок для годування,Наволочки для кормления грудью,Nursing Pillow Covers
537,561,503762,,,,,Прокладки та захисні щитки для годування,Накладки для сосков и вкладыши в бюстгальтеры,Nursing Pads & Shields
537,561,505366,,,,,Аксесуари для молоковідсмоктувачів,Принадлежности для молокоотсосов,Breast Pump Accessories
537,2764,,,,,,Транспорт для немовлят,Средства для перевозки детей,Baby Transport
537,2764,538,,,,,Дитячі рюкзаки-кенгуру,Сумки-кенгуру,Baby Carriers
537,2764,547,,,,,Автокрісла для дітей та малюків,Детские автокресла,Baby & Toddler Car Seats
